file,top_object,feature_name,guid,bucket,reason
objectTables/classes/beastheart.yaml,Beastheart,Rain of Fire,4f030001-0003-4096-bcde-7d8e9f0a1b2c,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,You Let Me Get Too Close,4f040001-0004-4096-bcde-7d8e9f0a1b2c,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Everyone's Best Friend,965134dc-ddc9-4f28-acea-8a6e547955da,confident-book,description matches book text
objectTables/classes/beastheart.yaml,Beastheart,Characteristic Increase,3c66c59a-eb82-47ed-a0bc-72746e4c7e0d,confident-internal,"summoner/companion system wiring carrier (app mechanics, no book-facing text)"
objectTables/classes/beastheart.yaml,Beastheart,Companion,768ce91e-b867-4705-b1a8-f5725c292edc,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/beastheart.yaml,Beastheart,Deadshot,1f2b643e-f7bf-45ce-8e5c-faff640af9a9,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Dogpile,9fea4338-575b-46f5-bc19-1d1d2fe73e69,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,"One, Two, Three, Heave",0a78fc08-6658-4352-b5de-a6ebbef5dd69,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Rip Them Apart!,a4f05c7f-6acb-4f80-8eb7-d37c25b2fd08,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Nature skill,10bbc2f4-86c0-4ee0-8ce7-b3746a348324,confident-internal,skill/language grant; Skills & Languages section shows it (ruling 3)
objectTables/classes/beastheart.yaml,Beastheart,Avatar of the Green (Companion Reason),de52da79-d5f7-4298-94e3-3f16c777cbd9,confident-internal,"summoner/companion system wiring carrier (app mechanics, no book-facing text)"
objectTables/classes/beastheart.yaml,Beastheart,Avatar of the Green (Companion Reason),1111dce0-aa29-4a71-8949-380fb760154a,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/beastheart.yaml,Beastheart,Characteristic Increase,94d6a2f6-00b5-4516-9989-311f88688c28,confident-internal,"summoner/companion system wiring carrier (app mechanics, no book-facing text)"
objectTables/classes/beastheart.yaml,Beastheart,Characteristic Increase,25548655-c0ac-4ebb-99db-526968b84399,confident-internal,characteristic increase; Statistics box shows the result (ruling 3)
objectTables/classes/beastheart.yaml,Beastheart,Life-Drinking Wound,563ec7f6-c047-4cdb-894a-0a34c61e91fa,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,On the Razor's Edge,81661fd1-1aed-4a96-b578-8da49daec471,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Ride or Die,d1ef2884-9b4b-4123-83ed-b3e52b1a0bfb,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Turn the World To Ash,a55c4dd6-0cec-4152-a831-13097cde1d38,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Characteristic Increase,42302175-ec70-402f-a3cf-24067dc88a06,confident-internal,"summoner/companion system wiring carrier (app mechanics, no book-facing text)"
objectTables/classes/beastheart.yaml,Beastheart,Characteristic Increase,25548655-c0ac-4ebb-99db-526968b84399,confident-internal,characteristic increase; Statistics box shows the result (ruling 3)
objectTables/classes/beastheart.yaml,Beastheart,Ferox,975c6612-106e-4528-afe2-494278913c57,confident-book,description matches book text
objectTables/classes/beastheart.yaml,Beastheart,Head to Head,c3732612-4ff7-48af-b6dd-552663a81fbe,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Shieldbreaker,f2c004e3-c6a3-4757-b904-9fd71e60e24b,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/beastheart.yaml,Beastheart,Jaws of Death,7e3eef48-1000-4c8a-92bf-606263c453e2,confident-book,"grants a Signature/Heroic ability but carries extra rules modifiers; feature-shaped, stays visible (ruling 1)"
objectTables/classes/beastheart.yaml,Beastheart,Death and Violence,e3b9c1a7-4d82-4f65-b019-6c2e8a3d5f70,confident-book,description matches book text
objectTables/classes/beastheart.yaml,Beastheart,Become the Beast,f9a9939c-8206-4f6f-aaf8-29c81d509b6a,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Implement of Wrath,cf6bcb26-b415-44a5-a5e7-7f14fbd9d56a,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,My Life For Yours,8866d776-a6f1-4e28-87a9-ec850157f2f2,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/censor.yaml,Censor,"Behold, a Shield of Faith!",81daa9e2-73ee-4ad8-b03d-088a0e3708d0,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Driving Assault,d2522f61-3ce1-4587-a968-b49c76e72992,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,The Gods Punish and Defend,d5a871c1-8d56-4463-9ef7-f73df2470222,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Repent!,5efaa992-043f-474a-8119-c4a0d9969ee4,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Excommunication,383a8393-71d8-41c8-8c69-601165d90c2a,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Hand of the Gods,65c6cdde-677d-454b-a967-3ae56f340918,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,A Pillar of Holy Fire,cf99f7b4-88f8-42b2-b861-07125c911a7a,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Your Allies Turn on You!,3df7d48e-2974-4117-8565-3a2c70be600f,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Characteristic Increase,d7da3dbd-6d24-4acc-9f20-b9cc9801a237,confident-internal,characteristic increase; Statistics box shows the result (ruling 3)
objectTables/classes/censor.yaml,Censor,Wrath Beyond Wrath,1c1a19d8-d5df-444e-aefa-4798b55050f4,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Improved Hands of the Maker,db53c387-4208-48d5-8d69-5142772fc427,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Seance,923da1cd-2086-4042-9408-0374c3bab944,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Oracular Warning,b3d705cc-6dee-4e5d-b4bf-2a4913047dc4,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Saint’s Epiphany,64e13ef1-de29-4887-be33-14caba856877,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Blessing of Life,e57093eb-3c9e-4d94-8514-5b36a6f859ac,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Invocation of the Heart,1c8f0307-1b1b-4fc9-8a93-0656535d2202,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Wode Road,ec0ed216-a32c-436f-87d9-07a7a7945a17,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Impervious Touch,5d66f713-6ed6-4c29-a609-83c9f8ba57e1,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Windwalk,60abb98e-fb46-417e-b891-563d19dc6697,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Light of Revelation,7863e5c6-6355-47b7-8168-4b04063b0cd9,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Blessing of Secrets,94796d29-b1c0-40e1-b8a3-654613298aa8,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Improved Sanctified Weapon,33bfce88-251a-4505-aa28-ec1ccc5d08eb,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,10th Level Characteristic Increase,6be1e21a-a279-4872-81d5-81ae35788bec,confident-internal,characteristic increase; Statistics box shows the result (ruling 3)
objectTables/classes/censor.yaml,Censor,Templar,df61ea54-679f-47e0-b6b5-4ffe8c14e353,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Virtue,ac89deb5-e481-4ad6-a771-9b25e99c62e8,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Wrath of the Gods,cbdac195-d3fb-4752-8332-b6f1f419be54,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Characteristic Increase,c35fb0a4-531f-4ccf-b9be-2c1fa26de472,confident-internal,characteristic increase; Statistics box shows the result (ruling 3)
objectTables/classes/censor.yaml,Censor,Divine Quartermaster,2dcb12f1-723d-44d7-8692-85048cee3381,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Word of Death Deferred,3e37cb10-145a-4519-8bb1-a19f7b8eef00,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Word of Fate Denied,ce5a64d5-2c84-4118-875d-52c2be2bf41c,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Gods’ Library,4f693693-14fc-4c47-ac31-ea19ea9a860e,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Font of Grace,237ace20-1eaf-4736-a81b-793640baf7e9,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Covenant of the Heart,e12512b4-8e4f-4672-8276-d496f17d205f,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Nature’s Bounty,8171c1cb-4e08-489b-a5f2-f60d1f4c96b3,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Blessing of Iron,f536651f-3028-439c-8da1-f7671e67fa52,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Ride the Lightning,0fa3afb7-9463-4fb3-9c47-35f74cadf3c8,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Light of the Burning Sun,4f368fd9-114f-44ab-8433-28624ee1303c,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Trinity of Trickery,65c40ad0-fefc-4f3e-a5e7-077215278646,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Your Triumphs Are Remembered,5426f1e9-1489-4bc7-8bb8-2c3aef69b165,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Focused Wrath,44f4457f-a2ce-4958-a58a-4eb4401556c6,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Hands of the Maker,9b5eafb3-96f8-480e-9f45-32dc549138a0,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Grave Speech,f7f39546-dfb2-49c8-bde5-88e2ff65876a,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Oracular Visions,455cfaf9-31c4-4a6f-bb6b-ff49cb4f5c8f,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/censor.yaml,Censor,Blessing of Comprehension,c7e07139-a152-409b-8ca8-3521f6576a6f,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Revitalizing Ritual,80171ca3-0b88-4cef-a307-24ec4c40a18d,confident-book,feature/perk-shaped ability grant; feature row stays visible (ruling 1)
objectTables/classes/censor.yaml,Censor,Blessing of Compassion,02c90695-d762-48da-831f-b0d08c7dc001,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Faithful Friend,cd154785-40b2-4152-8a66-ea377e0e02e6,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/censor.yaml,Censor,Protective Circle,5f26a3af-4b11-4856-95c4-b75610c47ef4,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Blessing of Fortunate Weather,12acfb81-aa66-4bdd-98b6-5a3e1b3bef22,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/censor.yaml,Censor,Inner Light,1f21d528-76e3-4656-b2f1-23ccdedac61b,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Inspired Deception,d0d77c14-ee20-4f2f-bc1f-136003ad2b89,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Sanctified Weapon,dee136f1-bdbd-4fa2-96a4-16523f72a8d1,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Recoveries,16cfacac-bfa2-437e-9129-fc9e45d3e99e,confident-internal,Recoveries carrier; stat shown natively (ruling 3)
objectTables/classes/censor.yaml,Censor,Back Blasphemer!,761c694e-27bd-4a5a-8969-9414123fd967,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Every Step ... Death!,6a16f2e9-5612-4564-8298-4d506f04358c,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Halt Miscreant!,81479db6-7a5e-4256-bf79-cca4b26a554e,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Your Allies Cannot Save You!,793eb198-ce8c-4440-bb56-905d5de13e0f,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Wrath,1330355f-032d-4e47-bfd9-f676b3e86500,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/censor.yaml,Censor,Judgment,b64cb140-080e-48f1-a817-d8ae70f41f4a,confident-book,coreMechanic candidate (pinned display feature)
objectTables/classes/censor.yaml,Censor,Kit,db645939-acb1-428a-90e2-fd8dc5c87966,confident-book,description matches book text
objectTables/classes/censor.yaml,Censor,Arrest,a127ed7e-c076-42de-9921-81b0042c5a12,confident-book,"grants a Signature/Heroic ability but carries extra rules modifiers; feature-shaped, stays visible (ruling 1)"
objectTables/classes/censor.yaml,Censor,Behold the Face of Justice!,5e776ae6-2021-43af-8473-ab779b872211,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Censored,150df203-2aa8-4d1d-9d9b-f7c214976b58,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Purifying Fire,1398fe30-0cab-4db6-a239-fd26fee5ea77,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Look On My Work and Despair,fa89909c-59d0-4eee-97e0-de2d3cdf7f9c,confident-book,"grants a Signature/Heroic ability but carries extra rules modifiers; feature-shaped, stays visible (ruling 1)"
objectTables/classes/censor.yaml,Censor,Edict of Disruptive Isolation,816826d6-aa5c-4787-935f-7a2497d44c3d,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Edict of Perfect Order,ac806422-fc2d-4a9f-b7d8-547f99952abf,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Edict of Purifying Pacifism,f12c486a-7016-4ef4-85a7-18773d831487,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Edict of Stillness,cb3a185e-ab82-466d-b885-cfa2b38113bb,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Gods Grant Thee Strength,74a79689-77d3-49ed-be7f-b29b4cf9b244,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Orison of Victory,cd790cb4-3dbf-4e66-81f0-b21be867d06f,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Righteous Judgment,ab0acd2d-03d4-417b-84c6-b69d9b3fe2a6,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Shield of the Righteous,8d383d8c-096c-45bc-afbc-2477a6eb2f9e,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/censor.yaml,Censor,Improved Implement of Wrath,3292f694-f5bf-42fa-b0e1-f4894b79919b,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Corruption's Curse,c5f6fcad-0880-4aa7-b5b7-5f651db226cc,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Curse of Terror,9a185733-cbaf-4874-a481-31589f66f42f,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Faith is Our Armor,20ce18f9-d720-484e-a569-c9797767f98d,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Sermon of Grace,381d05a1-80d8-4108-a866-c5ff98c74988,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Avatar,96bb6613-f3d3-472d-8302-07bcf007672d,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Intuition,159e4831-aa2c-4383-910a-74fd9de68d51,confident-internal,characteristic increase concretion; Statistics box shows the result (ruling 3)
objectTables/classes/conduit.yaml,Conduit,Agility,e2defc72-ba53-49e4-9100-ab4cd9ba9445,confident-internal,characteristic increase concretion; Statistics box shows the result (ruling 3)
objectTables/classes/conduit.yaml,Conduit,Might,4b1798a9-b1a6-403a-b0e9-7bdb46bd6776,confident-internal,characteristic increase concretion; Statistics box shows the result (ruling 3)
objectTables/classes/conduit.yaml,Conduit,Presence,c9b03f9a-b0b1-4b07-ba79-228d775bbcb7,confident-internal,characteristic increase concretion; Statistics box shows the result (ruling 3)
objectTables/classes/conduit.yaml,Conduit,Reason,9341c824-6174-4c7c-94b0-17ec7d68a7d6,confident-internal,characteristic increase concretion; Statistics box shows the result (ruling 3)
objectTables/classes/conduit.yaml,Conduit,Divine Power,2f15bcd3-2a79-43e6-9843-9fdea053a710,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Most Pious,a4600eb0-7742-4214-8383-990cba92af7d,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Call the Thunder Down,ed7ef1ce-5be9-4250-9a6d-cffd06ad8002,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Font of Wrath,349ef0c7-d01c-49bb-abbe-0ca82ede0cb1,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Judgment's Hammer,e15d46b5-505d-4da1-a23d-d8bd3370cf98,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Violence will not Aid Thee,093c1ea5-2bcb-4a26-8518-51fa2fcbc7a6,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Word of Guidance,91771ee4-6f08-4c01-9758-c024e742259c,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Word of Judgment,bfc66724-3310-4fe7-ac7b-3e0a8df300fd,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Improved Hands of the Maker,cde0db80-32fc-4ecd-9b77-2132ad9d6a03,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Seance,a2a46988-f241-4199-a638-7845b42ab1dd,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Oracular Warning,c46ea9df-c393-4a86-8556-5ebe77e471d3,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Saint’s Epiphany,204cd546-465d-413a-a3b7-6ef03b8d948c,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Blessing of Life,502c8ac5-5712-47f3-99aa-ac40a9e1df54,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Invocation of the Heart,17e2fb8a-2964-420d-bc60-2e6a9f607178,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Wode Road,be392f30-a399-4642-948e-4dfbe56448d8,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Impervious Touch,f10ef127-716f-4a3f-87a3-63a039b0ea49,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Windwalk,ca17c7e8-4a34-4bd6-b617-b8390581af94,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Light of Revelation,59667bd5-9a98-4ebd-b05b-b759954ab0c8,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Blessing of Secrets,71ad107f-1574-468e-94da-c9acb057644d,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Improved Sanctified Weapon,78d4824f-6589-4b11-9c19-ae93a76e662c,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Beacon of Grace,bbb22903-e148-42db-8369-79a0cb2f8a77,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Penance,da90049f-86b9-4518-bb09-d81b985f074e,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Sanctuary,513ef868-ab84-4298-9f33-fc2d58fce4a3,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Vessel of Retribution,448e6dac-2ef5-41ec-9641-5f7c4f181a9a,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Hands of the Maker,258ef745-5ca7-4e7e-b351-ecb4e44cd93b,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/conduit.yaml,Conduit,Grave Speech,b8d8a98a-dd09-4487-8477-42f146f38c1c,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/conduit.yaml,Conduit,Oracular Visions,dcc1f56a-26ed-4f19-9a8f-049633d1ef08,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/conduit.yaml,Conduit,Blessing of Comprehension,019f896c-bb19-40d7-8bd8-94963fe2702b,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Revitalizing Ritual,3b981850-b178-47fc-84b6-8013bc8811b4,confident-book,feature/perk-shaped ability grant; feature row stays visible (ruling 1)
objectTables/classes/conduit.yaml,Conduit,Blessing of Compassion,74db430f-80d4-4c0c-8cc5-39b03fb46b85,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Faithful Friend,d76e926d-1b32-4d7a-b4f9-e4de2752e415,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/conduit.yaml,Conduit,Protective Circle,f0c9c8a1-76af-4a9e-a63a-fec012c725fe,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Blessing of Fortunate Weather,fef703ae-e3e7-4d62-bf66-071805064644,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/classes/conduit.yaml,Conduit,Inner Light,2aad1a8c-4bf7-4629-a384-eb9a7fe5e599,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Inspired Deception,08ab8186-f810-46e9-a131-5ae64190e028,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Sanctified Weapon,48102263-28c4-4f02-b697-3f66b2238115,confident-book,description matches book text
objectTables/classes/conduit.yaml,Conduit,Characteristic Increase,56676083-0384-4fe9-85b0-013ebf60eb7c,confident-internal,characteristic increase; Statistics box shows the result (ruling 3)
objectTables/classes/conduit.yaml,Conduit,Faithful's Reward,90457a45-704d-4b3f-9a5d-e989d7652138,confident-book,description matches book text
